STATISTIC,Statistic Label,TLIST(W1),Week,Sex,C02076V03371,Age Group,UNIT,VALUE
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,410,25 - 29 years,Number,1243
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,440,30 - 34 years,Number,1498
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,460,35 - 39 years,Number,1642
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,475,40 - 44 years,Number,1238
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,495,45 - 49 years,Number,931
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,515,50 - 54 years,Number,579
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,530,55 - 59 years,Number,349
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,550,60 - 64 years,Number,662
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,575,65 years and over,Number,754
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,-,All ages,Number,34353
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,205,0 - 4 years,Number,1683
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,245,5 - 9 years,Number,2708
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,265,10 - 14 years,Number,2680
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,300,15 - 19 years,Number,2377
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,365,20 - 24 years,Number,2358
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,410,25 - 29 years,Number,2715
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,440,30 - 34 years,Number,3556
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,460,35 - 39 years,Number,4247
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,475,40 - 44 years,Number,3381
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,495,45 - 49 years,Number,2368
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,515,50 - 54 years,Number,1699
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,530,55 - 59 years,Number,1404
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,550,60 - 64 years,Number,1312
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Female,575,65 years and over,Number,1865
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,-,All ages,Number,54795
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,205,0 - 4 years,Number,3569
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,245,5 - 9 years,Number,5603
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,265,10 - 14 years,Number,5605
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,300,15 - 19 years,Number,4482
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,365,20 - 24 years,Number,3387
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,410,25 - 29 years,Number,4052
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,440,30 - 34 years,Number,5139
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,460,35 - 39 years,Number,6003
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,475,40 - 44 years,Number,4723
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,495,45 - 49 years,Number,3373
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,515,50 - 54 years,Number,2334
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,530,55 - 59 years,Number,1801
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,550,60 - 64 years,Number,2032
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Both sexes,575,65 years and over,Number,2692
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,-,All ages,Number,19812
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,205,0 - 4 years,Number,1850
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,245,5 - 9 years,Number,2861
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,265,10 - 14 years,Number,2882
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,300,15 - 19 years,Number,2063
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,365,20 - 24 years,Number,994
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,410,25 - 29 years,Number,1282
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,440,30 - 34 years,Number,1538
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,460,35 - 39 years,Number,1693
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,475,40 - 44 years,Number,1274
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,495,45 - 49 years,Number,957
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,515,50 - 54 years,Number,590
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,530,55 - 59 years,Number,362
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,550,60 - 64 years,Number,687
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Male,575,65 years and over,Number,779
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,-,All ages,Number,34983
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,205,0 - 4 years,Number,1719
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,245,5 - 9 years,Number,2742
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,265,10 - 14 years,Number,2723
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,300,15 - 19 years,Number,2419
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,365,20 - 24 years,Number,2393
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,410,25 - 29 years,Number,2770
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,440,30 - 34 years,Number,3601
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,460,35 - 39 years,Number,4310
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,475,40 - 44 years,Number,3449
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,495,45 - 49 years,Number,2416
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,515,50 - 54 years,Number,1744
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,530,55 - 59 years,Number,1439
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,550,60 - 64 years,Number,1345
UA06C01,PPSN allocations to arrivals from Ukraine,2022W38,2022 September 25,Female,575,65 years and over,Number,1913
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,-,All ages,Number,55939
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,205,0 - 4 years,Number,3622
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,245,5 - 9 years,Number,5691
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,265,10 - 14 years,Number,5694
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,300,15 - 19 years,Number,4570
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,365,20 - 24 years,Number,3459
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,410,25 - 29 years,Number,4130
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,440,30 - 34 years,Number,5251
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,460,35 - 39 years,Number,6123
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,475,40 - 44 years,Number,4826
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,495,45 - 49 years,Number,3440
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,515,50 - 54 years,Number,2406
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,530,55 - 59 years,Number,1855
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,550,60 - 64 years,Number,2081
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Both sexes,575,65 years and over,Number,2791
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,-,All ages,Number,20262
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,205,0 - 4 years,Number,1879
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,245,5 - 9 years,Number,2898
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,265,10 - 14 years,Number,2922
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,300,15 - 19 years,Number,2116
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,365,20 - 24 years,Number,1025
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,410,25 - 29 years,Number,1318
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,440,30 - 34 years,Number,1569
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,460,35 - 39 years,Number,1743
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,475,40 - 44 years,Number,1310
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,495,45 - 49 years,Number,980
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,515,50 - 54 years,Number,608
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,530,55 - 59 years,Number,376
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,550,60 - 64 years,Number,712
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Male,575,65 years and over,Number,806
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,-,All ages,Number,35677
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,205,0 - 4 years,Number,1743
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,245,5 - 9 years,Number,2793
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,265,10 - 14 years,Number,2772
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,300,15 - 19 years,Number,2454
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,365,20 - 24 years,Number,2434
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,410,25 - 29 years,Number,2812
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,440,30 - 34 years,Number,3682
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,460,35 - 39 years,Number,4380
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,475,40 - 44 years,Number,3516
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,495,45 - 49 years,Number,2460
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,515,50 - 54 years,Number,1798
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,530,55 - 59 years,Number,1479
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,550,60 - 64 years,Number,1369
UA06C01,PPSN allocations to arrivals from Ukraine,2022W39,2022 October 02,Female,575,65 years and over,Number,1985
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,-,All ages,Number,57223
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,205,0 - 4 years,Number,3682
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,245,5 - 9 years,Number,5792
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,265,10 - 14 years,Number,5808
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,300,15 - 19 years,Number,4654
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,365,20 - 24 years,Number,3524
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,410,25 - 29 years,Number,4201
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,440,30 - 34 years,Number,5379
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,460,35 - 39 years,Number,6308
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,475,40 - 44 years,Number,4973
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,495,45 - 49 years,Number,3541
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,515,50 - 54 years,Number,2469
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,530,55 - 59 years,Number,1903
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,550,60 - 64 years,Number,2137
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Both sexes,575,65 years and over,Number,2852
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,-,All ages,Number,20834
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,205,0 - 4 years,Number,1912
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,245,5 - 9 years,Number,2953
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,265,10 - 14 years,Number,2980
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,300,15 - 19 years,Number,2155
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,365,20 - 24 years,Number,1049
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,410,25 - 29 years,Number,1352
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,440,30 - 34 years,Number,1630
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,460,35 - 39 years,Number,1831
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,475,40 - 44 years,Number,1380
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,495,45 - 49 years,Number,1014
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,515,50 - 54 years,Number,622
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,530,55 - 59 years,Number,391
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,550,60 - 64 years,Number,734
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Male,575,65 years and over,Number,831
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,-,All ages,Number,36389
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,205,0 - 4 years,Number,1770
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,245,5 - 9 years,Number,2839
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,265,10 - 14 years,Number,2828
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,300,15 - 19 years,Number,2499
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,365,20 - 24 years,Number,2475
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,410,25 - 29 years,Number,2849
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,440,30 - 34 years,Number,3749
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,460,35 - 39 years,Number,4477
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,475,40 - 44 years,Number,3593
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,495,45 - 49 years,Number,2527
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,515,50 - 54 years,Number,1847
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,530,55 - 59 years,Number,1512
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,550,60 - 64 years,Number,1403
UA06C01,PPSN allocations to arrivals from Ukraine,2022W40,2022 October 09,Female,575,65 years and over,Number,2021
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,-,All ages,Number,58448
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,205,0 - 4 years,Number,3766
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,245,5 - 9 years,Number,5891
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,265,10 - 14 years,Number,5910
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,300,15 - 19 years,Number,4731
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,365,20 - 24 years,Number,3583
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,410,25 - 29 years,Number,4310
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,440,30 - 34 years,Number,5505
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,460,35 - 39 years,Number,6456
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,475,40 - 44 years,Number,5071
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,495,45 - 49 years,Number,3624
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,515,50 - 54 years,Number,2522
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,530,55 - 59 years,Number,1965
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,550,60 - 64 years,Number,2201
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Both sexes,575,65 years and over,Number,2913
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,-,All ages,Number,21376
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,205,0 - 4 years,Number,1950
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,245,5 - 9 years,Number,2991
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,265,10 - 14 years,Number,3033
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,300,15 - 19 years,Number,2196
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,365,20 - 24 years,Number,1078
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,410,25 - 29 years,Number,1405
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,440,30 - 34 years,Number,1694
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,460,35 - 39 years,Number,1900
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,475,40 - 44 years,Number,1424
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,495,45 - 49 years,Number,1049
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,515,50 - 54 years,Number,647
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,530,55 - 59 years,Number,414
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,550,60 - 64 years,Number,749
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Male,575,65 years and over,Number,846
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,-,All ages,Number,37072
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,205,0 - 4 years,Number,1816
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,245,5 - 9 years,Number,2900
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,265,10 - 14 years,Number,2877
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,300,15 - 19 years,Number,2535
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,365,20 - 24 years,Number,2505
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,410,25 - 29 years,Number,2905
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,440,30 - 34 years,Number,3811
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,460,35 - 39 years,Number,4556
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,475,40 - 44 years,Number,3647
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,495,45 - 49 years,Number,2575
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,515,50 - 54 years,Number,1875
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,530,55 - 59 years,Number,1551
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,550,60 - 64 years,Number,1452
UA06C01,PPSN allocations to arrivals from Ukraine,2022W41,2022 October 16,Female,575,65 years and over,Number,2067
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,-,All ages,Number,60049
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,205,0 - 4 years,Number,3852
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,245,5 - 9 years,Number,6030
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,265,10 - 14 years,Number,6048
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,300,15 - 19 years,Number,4841
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,365,20 - 24 years,Number,3669
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,410,25 - 29 years,Number,4435
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,440,30 - 34 years,Number,5679
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,460,35 - 39 years,Number,6628
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,475,40 - 44 years,Number,5188
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,495,45 - 49 years,Number,3715
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,515,50 - 54 years,Number,2611
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,530,55 - 59 years,Number,2046
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,550,60 - 64 years,Number,2282
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Both sexes,575,65 years and over,Number,3025
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,-,All ages,Number,22074
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,205,0 - 4 years,Number,1992
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,245,5 - 9 years,Number,3055
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,265,10 - 14 years,Number,3118
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,300,15 - 19 years,Number,2253
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,365,20 - 24 years,Number,1122
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,410,25 - 29 years,Number,1448
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,440,30 - 34 years,Number,1778
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,460,35 - 39 years,Number,1979
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,475,40 - 44 years,Number,1483
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,495,45 - 49 years,Number,1079
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,515,50 - 54 years,Number,677
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,530,55 - 59 years,Number,428
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,550,60 - 64 years,Number,779
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Male,575,65 years and over,Number,883
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,-,All ages,Number,37975
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,205,0 - 4 years,Number,1860
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,245,5 - 9 years,Number,2975
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,265,10 - 14 years,Number,2930
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,300,15 - 19 years,Number,2588
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,365,20 - 24 years,Number,2547
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,410,25 - 29 years,Number,2987
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,440,30 - 34 years,Number,3901
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,460,35 - 39 years,Number,4649
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,475,40 - 44 years,Number,3705
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,495,45 - 49 years,Number,2636
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,515,50 - 54 years,Number,1934
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,530,55 - 59 years,Number,1618
